32 5674.77 4952.27
48 8515.92 3386.99
64 11276.5 4914.34
96 16818.5 8866.22
128 21718.8 8984.91
192 32719.8 19212
256 45426.3 20655.8
384 63178.7 38874.2
512 81880.7 36537.4
768 130092 79434.1
1024 150279 73102.6
1536 220183 165532
2048 268203 107530
3072 363206 184818
4096 417342 180379
6144 478430 191637
8192 514621 206471
12288 566098 236796
16384 593645 247095
24576 616984 270198
32768 638908 353046
49152 652766 408934
